id,학교명,학급 수,예측 교원 수
95,달서중학교,0.0,7.701
96,대구체육중학교,0.0,7.701
97,한울안중학교,1.0,9.421
98,구남중학교,1.0,9.421
99,가창중학교,1.0,9.421
100,신당중학교,1.0,9.421
101,경상여자중학교,2.0,11.141
102,논공중학교,2.0,11.141
103,서남중학교,2.0,11.141
104,대평중학교,2.0,11.141
105,경일중학교,2.0,11.141
106,경혜여자중학교,2.0,11.141
107,범일중학교,2.0,11.141
108,상인중학교,2.0,11.141
109,팔달중학교,2.0,11.141
110,수성중학교,2.0,11.141
111,입석중학교,2.0,11.141
112,현풍중학교,2.0,11.141
113,송현여자중학교,2.0,11.141
114,경암중학교,3.0,12.861
115,공산중학교,3.0,12.861
116,대구제일중학교,3.0,12.861
117,북동중학교,3.0,12.861
118,산격중학교,3.0,12.861
119,이곡중학교,3.0,12.861
120,신아중학교,3.0,12.861
121,대구북중학교,3.0,12.861
122,서대구중학교,3.0,12.861
123,천내중학교,3.0,12.861
124,경구중학교,3.0,12.861
125,성곡중학교,3.0,12.861
126,화원중학교,3.0,12.861
127,대명중학교,3.0,12.861
128,서변중학교,4.0,14.581
129,동촌중학교,4.0,14.581
130,관음중학교,4.0,14.581
131,대구중학교,4.0,14.581
132,불로중학교,4.0,14.581
133,대구중앙중학교,4.0,14.581
134,덕화중학교,4.0,14.581
135,새본리중학교,5.0,16.301
136,칠곡중학교,5.0,16.301
137,동변중학교,5.0,16.301
138,상서중학교,5.0,16.301
139,복현중학교,5.0,16.301
140,와룡중학교,5.0,16.301
141,지산중학교,5.0,16.301
142,대구팔공중학교,5.0,16.301
143,경운중학교,5.0,16.301
144,신기중학교,5.0,16.301
145,월배중학교,5.0,16.301
146,관천중학교,5.0,16.301
147,경상중학교,5.0,16.301
148,평리중학교,5.0,16.301
149,안심중학교,5.0,16.301
150,대서중학교,5.0,16.301
151,노변중학교,5.0,16.301
152,계성중학교,5.0,16.301
153,성명여자중학교,6.0,18.021
154,성산중학교,6.0,18.021
155,사수중학교,6.0,18.021
156,학산중학교,6.0,18.021
157,동원중학교,6.0,18.021
158,매호중학교,6.0,18.021
159,성당중학교,6.0,18.021
160,운암중학교,6.0,18.021
161,심인중학교,6.0,18.021
162,용산중학교,6.0,18.021
163,경서중학교,6.0,18.021
164,원화중학교,6.0,18.021
165,서재중학교,7.0,19.741
166,경일여자중학교,7.0,19.741
167,중리중학교,7.0,19.741
168,경북대학교사범대학부설중학교,7.0,19.741
169,다사중학교,7.0,19.741
170,협성경복중학교,7.0,19.741
171,구지중학교,7.0,19.741
172,청구중학교,7.0,19.741
173,범물중학교,7.0,19.741
174,달성중학교,8.0,21.461
175,대곡중학교,8.0,21.461
176,경명여자중학교,8.0,21.461
177,능인중학교,8.0,21.461
178,도원중학교,8.0,21.461
179,구암중학교,8.0,21.461
180,효성중학교,8.0,21.461
181,덕원중학교,8.0,21.461
182,영신중학교,8.0,21.461
183,매천중학교,9.0,23.181
184,대구동부중학교,9.0,23.181
185,서동중학교,9.0,23.181
186,성화중학교,9.0,23.181
187,성지중학교,9.0,23.181
188,고산중학교,9.0,23.181
189,율원중학교,9.0,23.181
190,대건중학교,9.0,23.181
191,상원중학교,10.0,24.901
192,성광중학교,10.0,24.901
193,대진중학교,10.0,24.901
194,성서중학교,10.0,24.901
195,침산중학교,10.0,24.901
196,학남중학교,10.0,24.901
197,황금중학교,10.0,24.901
198,포산중학교,10.0,24.901
199,영남중학교,11.0,26.621
200,신명여자중학교,11.0,26.621
201,유가중학교,11.0,26.621
202,새론중학교,11.0,26.621
203,시지중학교,12.0,28.341
204,대륜중학교,12.0,28.341
205,강동중학교,12.0,28.341
206,왕선중학교,12.0,28.341
207,오성중학교,12.0,28.341
208,대구일중학교,13.0,30.061
209,동평중학교,13.0,30.061
210,소선여자중학교,13.0,30.061
211,경신중학교,13.0,30.061
212,동도중학교,14.0,31.781
213,강북중학교,14.0,31.781
214,정화중학교,15.0,33.501
215,월서중학교,16.0,35.221
216,조암중학교,16.0,35.221
217,대구동중학교,16.0,35.221
218,월암중학교,10.0,24.901
